Production Budget,Worldwide Gross,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
215000000.0,654213485.0,451.0,106.0,188.0,718.0,10000.0,179020854.0,268154.0,12572.0,1.0,341.0,225000000.0,2012.0,816.0,68.0,185.0,40000.0
210000000.0,836519699.0,366.0,150.0,0.0,464.0,894.0,402076689.0,323207.0,3218.0,0.0,1439.0,200000000.0,2009.0,581.0,60.0,235.0,0.0
210000000.0,1104039076.0,378.0,165.0,0.0,808.0,974.0,245428137.0,242420.0,3988.0,2.0,918.0,210000000.0,2014.0,956.0,57.0,235.0,56000.0
210000000.0,459260946.0,334.0,104.0,420.0,560.0,20000.0,234360014.0,383427.0,21714.0,0.0,1912.0,210000000.0,2006.0,808.0,68.0,235.0,0.0
210000000.0,322241588.0,343.0,156.0,0.0,738.0,891.0,105219735.0,211765.0,3244.0,0.0,546.0,200000000.0,2010.0,882.0,67.0,235.0,17000.0
209000000.0,305218228.0,377.0,131.0,532.0,627.0,14000.0,65173160.0,202382.0,26679.0,0.0,751.0,209000000.0,2012.0,10000.0,59.0,235.0,44000.0
207000000.0,550517357.0,446.0,201.0,0.0,84.0,6000.0,218051260.0,316018.0,7123.0,0.0,2618.0,207000000.0,2005.0,919.0,72.0,235.0,0.0
205000000.0,367262558.0,251.0,113.0,129.0,1000.0,16000.0,70083519.0,149019.0,24106.0,2.0,666.0,180000000.0,2007.0,6000.0,61.0,235.0,0.0
200000000.0,2207615668.0,315.0,194.0,0.0,794.0,29000.0,658672302.0,793059.0,45223.0,0.0,2528.0,200000000.0,1997.0,14000.0,77.0,235.0,26000.0
200000000.0,1050988488.0,625494244.0,625494244.0,625494244.0,625494244.0,625494244.0,625494244.0,625494244.0,625494244.0,625494244.0,625494244.0,625494244.0,625494244.0,625494244.0,625494244.0,625494244.0,625494244.0
200000000.0,1022617376.0,611308688.0,611308688.0,611308688.0,611308688.0,611308688.0,611308688.0,611308688.0,611308688.0,611308688.0,611308688.0,611308688.0,611308688.0,611308688.0,611308688.0,611308688.0,611308688.0
200000000.0,1069818229.0,453.0,103.0,125.0,721.0,15000.0,414984497.0,544884.0,19085.0,3.0,733.0,200000000.0,2010.0,1000.0,83.0,185.0,30000.0
200000000.0,1215392272.0,608.0,195.0,1000.0,3000.0,21000.0,408992272.0,557489.0,30426.0,3.0,1187.0,200000000.0,2013.0,4000.0,72.0,235.0,95000.0
200000000.0,860477263.0,530238631.5,530238631.5,530238631.5,530238631.5,530238631.5,530238631.5,530238631.5,530238631.5,530238631.5,530238631.5,530238631.5,530238631.5,530238631.5,530238631.5,530238631.5,530238631.5
200000000.0,795110670.0,300.0,135.0,0.0,4000.0,24000.0,373377893.0,411164.0,43388.0,1.0,1303.0,200000000.0,2004.0,11000.0,73.0,235.0,0.0
200000000.0,1025491110.0,451.0,108.0,13000.0,11000.0,40000.0,334185206.0,306320.0,79957.0,0.0,736.0,200000000.0,2010.0,25000.0,65.0,185.0,24000.0
200000000.0,1110526981.0,750.0,143.0,0.0,393.0,883.0,304360277.0,522030.0,2039.0,0.0,1498.0,200000000.0,2012.0,563.0,78.0,235.0,80000.0
200000000.0,743588329.0,376.0,104.0,37.0,760.0,12000.0,268488329.0,235025.0,14863.0,0.0,265.0,200000000.0,2013.0,779.0,73.0,185.0,44000.0
200000000.0,490359051.0,525.0,130.0,0.0,11000.0,44000.0,234903076.0,175409.0,73441.0,4.0,511.0,215000000.0,2013.0,15000.0,64.0,235.0,60000.0
200000000.0,747862775.0,539.0,149.0,0.0,20000.0,34000.0,233914986.0,514125.0,91434.0,7.0,752.0,200000000.0,2014.0,22000.0,80.0,235.0,82000.0
200000000.0,708996336.0,495.0,142.0,464.0,825.0,15000.0,202853933.0,321227.0,28631.0,0.0,1067.0,200000000.0,2014.0,10000.0,67.0,235.0,41000.0
200000000.0,560155383.0,304.0,106.0,487.0,776.0,1000.0,191450875.0,101178.0,4482.0,0.0,283.0,200000000.0,2011.0,919.0,63.0,235.0,10000.0
200000000.0,400062763.0,300031381.5,300031381.5,300031381.5,300031381.5,300031381.5,300031381.5,300031381.5,300031381.5,300031381.5,300031381.5,300031381.5,300031381.5,300031381.5,300031381.5,300031381.5,300031381.5
200000000.0,788408539.0,367.0,158.0,776.0,310.0,1000.0,166112167.0,283418.0,2144.0,0.0,1055.0,200000000.0,2009.0,468.0,58.0,235.0,13000.0
200000000.0,365491792.0,422.0,118.0,368.0,988.0,23000.0,125320003.0,286095.0,27468.0,0.0,974.0,200000000.0,2009.0,3000.0,66.0,235.0,0.0
200000000.0,219535492.0,436.0,123.0,258.0,326.0,16000.0,116593191.0,223393.0,17657.0,2.0,550.0,200000000.0,2011.0,368.0,56.0,235.0,24000.0
200000000.0,314594597.0,257297298.5,257297298.5,257297298.5,257297298.5,257297298.5,257297298.5,257297298.5,257297298.5,257297298.5,257297298.5,257297298.5,257297298.5,257297298.5,257297298.5,257297298.5,257297298.5
195000000.0,1123790543.0,428.0,154.0,0.0,581.0,894.0,352358779.0,326180.0,2593.0,2.0,899.0,195000000.0,2011.0,829.0,63.0,235.0,46000.0
195000000.0,409076392.0,302038196.0,302038196.0,302038196.0,302038196.0,302038196.0,302038196.0,302038196.0,302038196.0,302038196.0,302038196.0,302038196.0,302038196.0,302038196.0,302038196.0,302038196.0,302038196.0
195000000.0,197687603.0,338.0,114.0,0.0,140.0,979.0,65171860.0,106416.0,1766.0,1.0,205.0,195000000.0,2013.0,557.0,63.0,235.0,22000.0
190000000.0,1516748684.0,424.0,140.0,0.0,14000.0,26000.0,350034110.0,278232.0,79150.0,0.0,657.0,190000000.0,2015.0,23000.0,72.0,235.0,94000.0
190000000.0,467381584.0,590.0,132.0,14000.0,928.0,19000.0,228756232.0,395573.0,21411.0,0.0,1171.0,190000000.0,2013.0,981.0,78.0,235.0,92000.0
190000000.0,531514650.0,654.0,123.0,395.0,1000.0,17000.0,202351611.0,465019.0,32392.0,0.0,995.0,190000000.0,2013.0,11000.0,70.0,235.0,129000.0
190000000.0,351040419.0,490.0,143.0,1000.0,77.0,29000.0,144812796.0,362912.0,29770.0,4.0,753.0,105000000.0,2013.0,509.0,73.0,235.0,115000.0
190000000.0,315709697.0,252854848.5,252854848.5,252854848.5,252854848.5,252854848.5,252854848.5,252854848.5,252854848.5,252854848.5,252854848.5,252854848.5,252854848.5,252854848.5,252854848.5,252854848.5,252854848.5
190000000.0,411002906.0,575.0,131.0,0.0,919.0,16000.0,101785482.0,381148.0,19166.0,0.0,1106.0,190000000.0,2013.0,968.0,70.0,185.0,83000.0
187500000.0,334342692.0,298.0,93.0,113.0,113.0,275.0,123070338.0,62836.0,696.0,0.0,345.0,37941192.176470585,2015.0,150.0,68.0,235.0,20000.0
186000000.0,585171547.0,486.0,126.0,4000.0,4000.0,21000.0,318298180.0,696338.0,39252.0,3.0,1055.0,140000000.0,2008.0,12000.0,79.0,235.0,10000.0
185000000.0,1001620618.0,645.0,152.0,22000.0,11000.0,23000.0,533316061.0,1676169.0,57802.0,0.0,4667.0,185000000.0,2008.0,13000.0,90.0,235.0,37000.0
185000000.0,786558145.0,470.0,122.0,14000.0,1000.0,11000.0,317011114.0,333847.0,14959.0,2.0,2054.0,185000000.0,2008.0,1000.0,62.0,235.0,5000.0
185000000.0,554606532.0,488.0,93.0,56.0,838.0,2000.0,237282182.0,273556.0,5005.0,0.0,428.0,185000000.0,2012.0,1000.0,72.0,235.0,39000.0
185000000.0,561137727.0,373068863.5,373068863.5,373068863.5,373068863.5,373068863.5,373068863.5,373068863.5,373068863.5,373068863.5,373068863.5,373068863.5,373068863.5,373068863.5,373068863.5,373068863.5,373068863.5
185000000.0,336398312.0,322.0,122.0,681.0,105.0,998.0,130468626.0,53607.0,1327.0,4.0,432.0,185000000.0,2016.0,119.0,75.0,235.0,30000.0
185000000.0,229159894.0,207079947.0,207079947.0,207079947.0,207079947.0,207079947.0,207079947.0,207079947.0,207079947.0,207079947.0,207079947.0,207079947.0,207079947.0,207079947.0,207079947.0,207079947.0,207079947.0
180000000.0,720539572.0,450269786.0,450269786.0,450269786.0,450269786.0,450269786.0,450269786.0,450269786.0,450269786.0,450269786.0,450269786.0,450269786.0,450269786.0,450269786.0,450269786.0,450269786.0,450269786.0
180000000.0,758536735.0,401.0,97.0,171.0,846.0,11000.0,241407328.0,252257.0,15516.0,2.0,634.0,180000000.0,2014.0,2000.0,70.0,235.0,89000.0
180000000.0,803798342.0,491899171.0,491899171.0,491899171.0,491899171.0,491899171.0,491899171.0,491899171.0,491899171.0,491899171.0,491899171.0,491899171.0,491899171.0,491899171.0,491899171.0,491899171.0,491899171.0
180000000.0,532590994.0,356295497.0,356295497.0,356295497.0,356295497.0,356295497.0,356295497.0,356295497.0,356295497.0,356295497.0,356295497.0,356295497.0,356295497.0,356295497.0,356295497.0,356295497.0,356295497.0
180000000.0,256585882.0,162.0,91.0,420.0,173.0,268.0,140080850.0,121084.0,1125.0,2.0,221.0,140000000.0,2007.0,268.0,62.0,235.0,0.0
180000000.0,349143061.0,248.0,110.0,282.0,103.0,11000.0,124051759.0,42372.0,21175.0,2.0,239.0,180000000.0,2016.0,10000.0,66.0,235.0,29000.0
180000000.0,427005000.0,303502500.0,303502500.0,303502500.0,303502500.0,303502500.0,303502500.0,303502500.0,303502500.0,303502500.0,303502500.0,303502500.0,303502500.0,303502500.0,303502500.0,303502500.0,303502500.0
180000000.0,180047784.0,682.0,126.0,17000.0,1000.0,17000.0,73820094.0,245333.0,36017.0,0.0,678.0,170000000.0,2011.0,16000.0,75.0,185.0,42000.0
180000000.0,215116144.0,197558072.0,197558072.0,197558072.0,197558072.0,197558072.0,197558072.0,197558072.0,197558072.0,197558072.0,197558072.0,197558072.0,197558072.0,197558072.0,197558072.0,197558072.0,197558072.0
179000000.0,181982519.0,384.0,127.0,0.0,13000.0,17000.0,47375327.0,139593.0,47334.0,1.0,720.0,176000000.0,2015.0,15000.0,54.0,235.0,44000.0
178000000.0,542742489.0,396.0,144.0,0.0,1000.0,34000.0,154985087.0,148379.0,49684.0,6.0,622.0,178000000.0,2016.0,13000.0,73.0,235.0,54000.0
178000000.0,370541256.0,585.0,113.0,218.0,509.0,10000.0,100189501.0,431620.0,12652.0,1.0,741.0,178000000.0,2014.0,854.0,79.0,235.0,77000.0
175000000.0,963901123.0,370.0,106.0,4000.0,591.0,19000.0,362645141.0,106072.0,32921.0,0.0,398.0,175000000.0,2016.0,13000.0,78.0,185.0,65000.0
175000000.0,853707581.0,536.0,95.0,0.0,384.0,1000.0,356454367.0,345198.0,2944.0,1.0,773.0,175000000.0,2015.0,767.0,83.0,185.0,118000.0
175000000.0,879380251.0,527190125.5,527190125.5,527190125.5,527190125.5,527190125.5,527190125.5,527190125.5,527190125.5,527190125.5,527190125.5,527190125.5,527190125.5,527190125.5,527190125.5,527190125.5,527190125.5
175000000.0,746100054.0,418.0,123.0,452.0,329.0,10000.0,161087183.0,118992.0,11287.0,8.0,971.0,175000000.0,2016.0,336.0,69.0,235.0,80000.0
175000000.0,731542621.0,408.0,96.0,0.0,262.0,1000.0,292979556.0,665575.0,2635.0,1.0,704.0,175000000.0,2009.0,848.0,83.0,185.0,27000.0
175000000.0,381687380.0,219.0,94.0,11.0,459.0,1000.0,198332128.0,114553.0,2579.0,2.0,187.0,175000000.0,2009.0,973.0,65.0,235.0,0.0
175000000.0,302469017.0,250.0,118.0,208.0,570.0,23000.0,150167630.0,174578.0,26683.0,4.0,534.0,175000000.0,2009.0,2000.0,58.0,235.0,0.0
175000000.0,221229335.0,85.0,106.0,188.0,582.0,10000.0,113745408.0,129601.0,15870.0,2.0,648.0,170000000.0,1999.0,4000.0,48.0,185.0,0.0
175000000.0,405760225.0,264.0,112.0,357.0,595.0,5000.0,102176165.0,117927.0,9131.0,2.0,501.0,145000000.0,2008.0,3000.0,52.0,235.0,0.0
175000000.0,174131329.0,186.0,96.0,293.0,7000.0,87000.0,100289690.0,115099.0,108016.0,0.0,257.0,175000000.0,2007.0,11000.0,54.0,235.0,2000.0
175000000.0,264246220.0,91.0,176.0,58.0,60.0,711.0,88246220.0,144337.0,1004.0,0.0,309.0,175000000.0,1995.0,60.0,61.0,185.0,0.0
175000000.0,140012608.0,157506304.0,157506304.0,157506304.0,157506304.0,157506304.0,157506304.0,157506304.0,157506304.0,157506304.0,157506304.0,157506304.0,157506304.0,157506304.0,157506304.0,157506304.0,157506304.0
175000000.0,151716815.0,218.0,128.0,47.0,982.0,18000.0,38297305.0,116994.0,20965.0,2.0,324.0,175000000.0,2013.0,1000.0,63.0,235.0,35000.0
170000000.0,771051335.0,653.0,121.0,571.0,3000.0,14000.0,333130696.0,682155.0,32438.0,3.0,1097.0,170000000.0,2014.0,14000.0,81.0,235.0,96000.0
170000000.0,621156389.0,453.0,124.0,4000.0,4000.0,21000.0,312057433.0,522371.0,48638.0,4.0,723.0,200000000.0,2010.0,19000.0,70.0,235.0,18000.0
170000000.0,714401889.0,576.0,136.0,94.0,2000.0,19000.0,259746958.0,496749.0,36188.0,1.0,742.0,170000000.0,2014.0,11000.0,78.0,235.0,55000.0
170000000.0,710644566.0,521.0,130.0,198.0,884.0,10000.0,208543795.0,317542.0,14363.0,0.0,620.0,170000000.0,2014.0,2000.0,76.0,185.0,45000.0
170000000.0,319090241.0,188.0,100.0,0.0,267.0,15000.0,665426.0,120798.0,16264.0,0.0,444.0,165000000.0,2004.0,726.0,66.0,235.0,10000.0
170000000.0,401021746.0,416.0,132.0,274.0,11000.0,26000.0,155111815.0,228554.0,72881.0,0.0,710.0,170000000.0,2012.0,17000.0,61.0,235.0,53000.0
170000000.0,433058296.0,280.0,109.0,84.0,191.0,648.0,150350192.0,305340.0,1769.0,0.0,1676.0,200000000.0,2003.0,284.0,64.0,235.0,0.0
170000000.0,300150546.0,235075273.0,235075273.0,235075273.0,235075273.0,235075273.0,235075273.0,235075273.0,235075273.0,235075273.0,235075273.0,235075273.0,235075273.0,235075273.0,235075273.0,235075273.0,235075273.0
170000000.0,207283457.0,443.0,130.0,663.0,604.0,2000.0,93417865.0,128306.0,5046.0,2.0,497.0,190000000.0,2015.0,638.0,65.0,22.0,37000.0
170000000.0,277442381.0,218.0,113.0,33.0,11000.0,40000.0,76846624.0,21352.0,80806.0,1.0,131.0,170000000.0,2016.0,25000.0,64.0,185.0,30000.0
165000000.0,756244673.0,226.0,93.0,31.0,213.0,4000.0,238371987.0,138661.0,4628.0,2.0,173.0,165000000.0,2010.0,225.0,64.0,235.0,0.0
165000000.0,677541920.0,421270960.0,421270960.0,421270960.0,421270960.0,421270960.0,421270960.0,421270960.0,421270960.0,421270960.0,421270960.0,421270960.0,421270960.0,421270960.0,421270960.0,421270960.0,421270960.0
165000000.0,652127828.0,384.0,102.0,38.0,562.0,756.0,222487711.0,279093.0,2963.0,0.0,433.0,165000000.0,2014.0,719.0,79.0,239.0,41000.0
165000000.0,494870991.0,288.0,98.0,255.0,759.0,18000.0,217387997.0,485430.0,20453.0,0.0,492.0,165000000.0,2010.0,953.0,82.0,235.0,33000.0
165000000.0,496511521.0,377.0,101.0,66.0,833.0,975.0,189412677.0,272534.0,4451.0,1.0,345.0,165000000.0,2012.0,931.0,78.0,235.0,40000.0
165000000.0,667752422.0,712.0,169.0,22000.0,6000.0,11000.0,187991439.0,928227.0,31488.0,1.0,2725.0,165000000.0,2014.0,11000.0,86.0,235.0,349000.0
165000000.0,387644286.0,286.0,120.0,776.0,535.0,890.0,102315545.0,58137.0,3233.0,0.0,520.0,165000000.0,2016.0,812.0,55.0,235.0,67000.0
163000000.0,175910315.0,169455157.5,169455157.5,169455157.5,169455157.5,169455157.5,169455157.5,169455157.5,169455157.5,169455157.5,169455157.5,169455157.5,169455157.5,169455157.5,169455157.5,169455157.5,169455157.5
160000000.0,1257523876.0,708761938.0,708761938.0,708761938.0,708761938.0,708761938.0,708761938.0,708761938.0,708761938.0,708761938.0,708761938.0,708761938.0,708761938.0,708761938.0,708761938.0,708761938.0,708761938.0
160000000.0,807330936.0,227.0,93.0,50.0,692.0,3000.0,320706665.0,211971.0,4705.0,2.0,326.0,160000000.0,2007.0,795.0,61.0,185.0,0.0
160000000.0,832402082.0,642.0,148.0,22000.0,23000.0,29000.0,292568851.0,1468200.0,81115.0,0.0,2803.0,160000000.0,2010.0,27000.0,88.0,235.0,175000.0
160000000.0,650523427.0,389.0,137.0,508.0,14000.0,34000.0,281666058.0,166137.0,81385.0,1.0,383.0,160000000.0,2015.0,22000.0,66.0,235.0,38000.0
160000000.0,789300444.0,474650222.0,474650222.0,474650222.0,474650222.0,474650222.0,474650222.0,474650222.0,474650222.0,474650222.0,474650222.0,474650222.0,474650222.0,474650222.0,474650222.0,474650222.0,474650222.0
160000000.0,529076069.0,344538034.5,344538034.5,344538034.5,344538034.5,344538034.5,344538034.5,344538034.5,344538034.5,344538034.5,344538034.5,344538034.5,344538034.5,344538034.5,344538034.5,344538034.5,344538034.5
160000000.0,355408305.0,500.0,132.0,905.0,1000.0,34000.0,146405371.0,518537.0,50983.0,3.0,698.0,160000000.0,2011.0,13000.0,78.0,235.0,54000.0
160000000.0,329809326.0,362.0,166.0,21000.0,919.0,11000.0,127490802.0,459346.0,13333.0,2.0,822.0,150000000.0,2008.0,1000.0,78.0,235.0,23000.0
160000000.0,217986320.0,235.0,109.0,226.0,370.0,12000.0,63143812.0,124185.0,13388.0,0.0,238.0,150000000.0,2010.0,418.0,61.0,235.0,11000.0
160000000.0,181674817.0,231.0,98.0,249.0,702.0,87000.0,60655503.0,82380.0,92456.0,0.0,629.0,160000000.0,2006.0,2000.0,56.0,235.0,0.0
160000000.0,433125655.0,275.0,123.0,0.0,648.0,3000.0,46978995.0,111609.0,5505.0,0.0,781.0,160000000.0,2016.0,716.0,73.0,235.0,89000.0
156000000.0,122931214.0,139465607.0,139465607.0,139465607.0,139465607.0,139465607.0,139465607.0,139465607.0,139465607.0,139465607.0,139465607.0,139465607.0,139465607.0,139465607.0,139465607.0,139465607.0,139465607.0
155000000.0,418186950.0,228.0,113.0,150.0,59.0,531.0,104383624.0,106446.0,764.0,4.0,227.0,155000000.0,2010.0,82.0,63.0,178.0,11000.0
155000000.0,440160956.0,297580478.0,297580478.0,297580478.0,297580478.0,297580478.0,297580478.0,297580478.0,297580478.0,297580478.0,297580478.0,297580478.0,297580478.0,297580478.0,297580478.0,297580478.0,297580478.0
155000000.0,167297191.0,248.0,206.0,0.0,591.0,12000.0,34293771.0,138863.0,24598.0,3.0,1390.0,155000000.0,2004.0,11000.0,55.0,235.0,0.0
152000000.0,490208950.0,321104475.0,321104475.0,321104475.0,321104475.0,321104475.0,321104475.0,321104475.0,321104475.0,321104475.0,321104475.0,321104475.0,321104475.0,321104475.0,321104475.0,321104475.0,321104475.0
151500000.0,449239855.0,191.0,184.0,0.0,691.0,3000.0,198539855.0,254111.0,5401.0,0.0,1999.0,140000000.0,2001.0,961.0,61.0,235.0,0.0
151000000.0,708272592.0,396.0,144.0,0.0,581.0,662.0,318759914.0,513158.0,2333.0,0.0,1782.0,150000000.0,2007.0,599.0,71.0,235.0,8000.0
150000000.0,817000349.0,483500174.5,483500174.5,483500174.5,483500174.5,483500174.5,483500174.5,483500174.5,483500174.5,483500174.5,483500174.5,483500174.5,483500174.5,483500174.5,483500174.5,483500174.5,483500174.5
150000000.0,1274234980.0,406.0,102.0,69.0,490.0,1000.0,400736600.0,421658.0,2582.0,0.0,904.0,150000000.0,2013.0,523.0,76.0,224.0,58000.0
150000000.0,1019920974.0,584960487.0,584960487.0,584960487.0,584960487.0,584960487.0,584960487.0,584960487.0,584960487.0,584960487.0,584960487.0,584960487.0,584960487.0,584960487.0,584960487.0,584960487.0,584960487.0
150000000.0,942943935.0,329.0,138.0,282.0,687.0,21000.0,292000866.0,355137.0,33433.0,3.0,1108.0,150000000.0,2007.0,11000.0,75.0,235.0,0.0
150000000.0,896911078.0,295.0,157.0,179.0,10000.0,21000.0,289994397.0,385670.0,53413.0,1.0,1896.0,150000000.0,2005.0,11000.0,76.0,235.0,0.0
150000000.0,738576929.0,275.0,138.0,0.0,30.0,234.0,281492479.0,421818.0,534.0,0.0,2789.0,150000000.0,2003.0,198.0,72.0,235.0,0.0
150000000.0,585532684.0,367766342.0,367766342.0,367766342.0,367766342.0,367766342.0,367766342.0,367766342.0,367766342.0,367766342.0,367766342.0,367766342.0,367766342.0,367766342.0,367766342.0,367766342.0,367766342.0
150000000.0,639537208.0,394768604.0,394768604.0,394768604.0,394768604.0,394768604.0,394768604.0,394768604.0,394768604.0,394768604.0,394768604.0,394768604.0,394768604.0,394768604.0,394768604.0,394768604.0,394768604.0
150000000.0,624234272.0,318.0,102.0,532.0,979.0,10000.0,227946274.0,343648.0,21584.0,0.0,590.0,150000000.0,2008.0,9000.0,64.0,235.0,0.0
150000000.0,475825484.0,276.0,115.0,13000.0,588.0,40000.0,206456431.0,320284.0,57844.0,3.0,1361.0,150000000.0,2005.0,16000.0,67.0,185.0,0.0
150000000.0,626549695.0,318.0,111.0,663.0,954.0,1000.0,206435493.0,473887.0,4764.0,0.0,626.0,150000000.0,2007.0,1000.0,80.0,235.0,10000.0
150000000.0,644602516.0,486.0,112.0,230.0,12000.0,26000.0,206360018.0,414070.0,59803.0,3.0,532.0,170000000.0,2013.0,20000.0,71.0,235.0,63000.0
150000000.0,359142722.0,478.0,128.0,22000.0,11000.0,23000.0,205343774.0,980946.0,59558.0,0.0,2685.0,150000000.0,2005.0,14000.0,83.0,235.0,15000.0
150000000.0,700868363.0,425434181.5,425434181.5,425434181.5,425434181.5,425434181.5,425434181.5,425434181.5,425434181.5,425434181.5,425434181.5,425434181.5,425434181.5,425434181.5,425434181.5,425434181.5,425434181.5
150000000.0,505700220.0,327850110.0,327850110.0,327850110.0,327850110.0,327850110.0,327850110.0,327850110.0,327850110.0,327850110.0,327850110.0,327850110.0,327850110.0,327850110.0,327850110.0,327850110.0,327850110.0
150000000.0,449326618.0,516.0,115.0,0.0,12000.0,26000.0,181015141.0,536314.0,60059.0,1.0,738.0,150000000.0,2011.0,20000.0,70.0,235.0,63000.0
